t_s,x_gps,y_gps,z_gps,x_gt,y_gt,z_gt,ex,ey,ez_signed,e_h
1612483645.4754434,-2.965036574158823,1.5009300195322115,5.429738838895108,0.5497105206568126,-0.060401954055524364,-0.02216774417613231,-3.5147470948156356,1.5613319735877358,5.45190658307124,3.8459335241605936
1612483645.6714425,-2.9726983899585764,1.5342815580995273,5.517739241333805,0.5498337333413281,-0.05736018757683422,-0.024483041887550468,-3.5225321232999045,1.5916417456763614,5.5422222832213555,3.865430895289609
1612483645.871447,-2.972698391310836,1.589867430752803,5.579739835877784,0.5474963629460456,-0.05669532545857292,-0.02648526883186003,-3.520194754256882,1.6465627562113758,5.606225104709644,3.886250122938573
1612483646.0704503,-2.980360206449711,1.6676876714320998,5.713740713152844,0.5416835082826601,-0.058189742863526996,-0.02918006517888148,-3.522043714732371,1.7258774142956268,5.742920778331725,3.922173476232478
1612483646.2675655,-2.980360259618773,1.712156401407679,5.874741190075756,0.5419302940854912,-0.05945102718904231,-0.02331887398719448,-3.522290553704264,1.7716074285967214,5.898060064062951,3.942730478459487
1612483646.4629564,-3.0033456377595824,1.7010392380391073,5.870741201494826,0.5424910805028753,-0.05714811128885845,-0.025080292643556348,-3.545836718262458,1.7581873493279658,5.895821494138382,3.957799993419978
1612483646.668646,-3.0263310424807925,1.7232736196519056,5.9587415719504175,0.542829766252705,-0.05762189970422138,-0.02316165203690153,-3.5691608087334976,1.780895519356127,5.981903223987319,3.9887965264553022
1612483646.8704536,-3.0493164759234648,1.778859542760688,6.140742298244333,0.5497755620453253,-0.060423355034380906,-0.022689162866336952,-3.59909203796879,1.8392828977950688,6.16343146111067,4.041834370170525
1612483647.0704536,-3.0493164128339343,1.7455079779676876,5.972741943229038,0.5497250803880762,-0.06054006434768082,-0.022958803867620795,-3.5990414932220105,1.8060480423153684,5.995700747096659,4.026774043956886
1612483647.2704537,-3.018669253872276,1.7121564412800356,5.952741409236022,0.5500412563968972,-0.060542459678083624,-0.018187916119202695,-3.5687105102691734,1.7726989009581193,5.9709293253552245,3.9847404055425977
1612483647.4704556,-2.988022084699635,1.6899220734794247,5.922740995057638,0.5456053750440594,-0.05967741453928447,-0.025339320353755412,-3.5336274597436943,1.7495994880187091,5.948080315411394,3.9430472217220536
1612483647.6714652,-2.934389520757525,1.7010392084611154,5.88474080335391,0.5489857715595834,-0.06032351469660008,-0.025275071418318154,-3.4833752923171084,1.7613627231577156,5.9100158747722285,3.903370603677655
1612483647.8734782,-2.850109794199818,1.7455078569354798,5.885740792521,0.5494533463766571,-0.058560665700924,-0.026985439052207582,-3.3995631405764755,1.804068522636404,5.912726231573208,3.8485962091564874
1612483648.069462,-2.804139037016569,1.76774218108999,5.889740763323182,0.5495765144632181,-0.055981579271347635,-0.032335282545273736,-3.3537155514797874,1.8237237603613377,5.922076045868456,3.8175091819593403
1612483648.2715302,-2.8041390600495375,1.778859371728006,5.9537408824948,0.5499336363661723,-0.05470256449458247,-0.02920161574285465,-3.35407269641571,1.8335619362225883,5.982942498237654,3.822532279367393
1612483648.4746058,-2.8501098639299447,1.8233281309178484,6.124741623589288,0.549610230280744,-0.06029687407354393,-0.021474532281136754,-3.3997200942106884,1.8836250049913923,6.146216155870425,3.886661791101556
1612483648.6745698,-2.8960806046816763,1.8677968499939277,6.151742363877974,0.549645006291928,-0.06031407132821732,-0.021331269555598328,-3.4457256109736045,1.928110921322145,6.173073633433572,3.948498032295464
1612483648.8754604,-2.919065987008883,1.890031217306772,6.191742734515763,0.5486310723510114,-0.060272712077290264,-0.02893969532650033,-3.467697059359894,1.9503039293840623,6.220682429842264,3.9785183564317217
1612483649.062498,-2.9573750054194723,1.9011484506428236,6.333743074021137,0.548163800365122,-0.0602551315563955,-0.031816263448254535,-3.505538805784594,1.961403582199219,6.365559337469391,4.016952368540808
1612483649.26747,-3.011007588016911,1.8677969741214464,6.383743027432806,0.5490766107487672,-0.06035794428483225,-0.0225096289557412,-3.5600841987656784,1.9281549184062787,6.406252656388547,4.04870113637391
1612483649.467468,-3.0110076242717567,1.834445467664083,6.425742672412257,0.5481820062977318,-0.06029570424221571,-0.030755087400423823,-3.5591896305694886,1.8947411719062985,6.456497759812681,4.032105521296563
1612483649.6675065,-2.9956840924526853,1.8566798455726985,6.560742821362213,0.5480072650799307,-0.060297270406283784,-0.03270390777950699,-3.543691357532616,1.9169771159789823,6.5934467291417205,4.0289638495075195
1612483649.8664744,-2.9880223643332244,1.8789142348714465,6.7207430135909485,0.5458853488427363,-0.06061857717220122,-0.03203094708360486,-3.5339077131759606,1.9395328120436477,6.752773960674554,4.0311649996295715
1612483650.0674715,-2.995684149506312,1.8344455274149447,6.658742582937872,0.5418795596658069,-0.060836990492857373,-0.031640220342584305,-3.537563709172119,1.8952825179078021,6.690382803280457,4.013284542508609
1612483650.2684803,-2.988022366889139,1.7788596455772012,6.619741946113945,0.5486385307129332,-0.06094197507728534,-0.024809805264103067,-3.536660897602072,1.8398016206544865,6.644551751378048,3.9865825349527597
1612483650.4724753,-2.9880224439379925,1.7121566306233658,6.714741233687641,0.5437102105014866,-0.06054245857523627,-0.03479368282205233,-3.5317326544394794,1.772699089198602,6.749534916509694,3.9516575766733237
1612483650.6746209,-3.003346041943641,1.6454535858760742,6.671740607848808,0.5418621658647559,-0.05727265197908375,-0.03027117034609018,-3.545208207808397,1.702726237855158,6.7020117781948985,3.932909594408751
1612483650.872478,-3.033993307559256,1.6565708308038796,6.884740903895816,0.549353747981795,-0.05685443300269701,-0.03331661399739615,-3.583347055541051,1.7134252638065766,6.918057517893212,3.9719267685980006
1612483651.0714872,-3.049316895940099,1.6343364857688027,6.867740753449881,0.5481673506016407,-0.060173271018811716,-0.03444361625165682,-3.5974842465417396,1.6945097567876144,6.902184369701537,3.976588515293531
1612483651.268496,-3.0263315390440817,1.6009849557871545,6.8777402643880725,0.5402113735053001,-0.06015141607744517,-0.03883271432992042,-3.566542912549382,1.6611363718645997,6.916572978717993,3.9344125855059624
1612483651.4724865,-2.9956844123485658,1.5787506104974955,6.948739850262576,0.5451136144284505,-0.05492188433550718,-0.03379870088971661,-3.5407980267770163,1.6336724948330028,6.982538551152293,3.8995046463367498
1612483651.6646664,-2.9726990531226347,1.5787506094314394,6.990739717472952,0.545317617148793,-0.05808006333229305,-0.03394491777712815,-3.518016670271428,1.6368306727637325,7.02468463525008,3.8801618450275805
1612483651.8714912,-2.98802267332046,1.6232193434038726,7.110740282077517,0.5487381612453014,-0.061026151452596406,-0.029907186561943057,-3.536760834565761,1.6842454948564691,7.14064746863946,3.917315418480188
1612483652.0704887,-3.0186699087753146,1.6899224583787724,7.315741171702823,0.5490937509225658,-0.059661714407457676,-0.027699625207764908,-3.5677636596978806,1.74958417278623,7.3434407969105875,3.9736610712446137
1612483652.269684,-2.99568449922498,1.7010396065896387,7.263741157772348,0.5431295606727797,-0.054089739129808044,-0.028522466495673266,-3.5388140598977595,1.7551293457194468,7.2922636242680205,3.9501498668703237
1612483652.4704945,-2.98036092582016,1.6676880750730132,7.255740713222248,0.5463963334549723,-0.055111559967192886,-0.027035720393042684,-3.5267572592751324,1.7227996350402062,7.2827764336152905,3.9250548210623135
1612483652.6695,-2.9880228230860726,1.6788053135304546,7.489740876074328,0.5426506937612539,-0.05551685191367743,-0.029996369335730046,-3.5306735168473264,1.734322165444132,7.519737245410058,3.9336406617938415
1612483652.8674958,-2.97269925408032,1.712156851554788,7.563741145048474,0.5440349861127545,-0.0582781297260084,-0.030356033344746968,-3.5167342401930743,1.7704349812807965,7.594097178393221,3.9372401170222133
1612483653.0695014,-2.988022863219363,1.7232740497729866,7.622741352108717,0.5489347181247304,-0.0607513377989115,-0.027183295066919508,-3.5369575813440934,1.784025387571898,7.649924647175636,3.9614158473617134
1612483653.2695308,-3.003346462754593,1.723274065270882,7.649741440121643,0.5421060452021784,-0.06043811477360306,-0.022488461033272292,-3.5454525079567714,1.783712180044485,7.672229901154915,3.9688616286557545
1612483653.4675045,-2.9880228880328543,1.7010397067819922,7.652741113141173,0.5425270691701151,-0.056763985046255176,-0.021789283234598545,-3.5305499572029695,1.7578036918282474,7.674530396375771,3.9439392514731897
1612483653.6725154,-2.980361168335553,1.7121569247093873,7.822741189185662,0.5459889347060252,-0.06045009523701203,-0.025631228721222966,-3.526350103041578,1.7726070199463992,7.8483724179068854,3.94680639205733
1612483653.8705533,-3.00334661266046,1.7455085077240582,7.991741678166288,0.5492639758120204,-0.06085120177530782,-0.02462713505239935,-3.5526105884724806,1.806359709499366,8.016368813218687,3.9854707869246035
1612483654.069523,-2.9956848299393006,1.7455085107292834,8.015741634572564,0.5502291193439974,-0.060588799212273774,-0.017824071422892124,-3.545913949283298,1.8060973099415571,8.033565705995455,3.979383523700625
1612483654.2646294,-2.9803613072303548,1.7566257219306247,8.167741663912519,0.5496037825429353,-0.06036340421286911,-0.021437776359541014,-3.52996508977329,1.8169891261434938,8.18917944027206,3.9701515109050747
1612483654.4695249,-2.9726995908585225,1.7566257646482275,8.334741620264976,0.5497768554306471,-0.06071193000077634,-0.016689509892002255,-3.52247644628917,1.8173376946490039,8.351431130156978,3.9636544515199774
1612483654.671549,-2.9650377991896737,1.7010398638036306,8.281740981499889,0.550095406085516,-0.06042303974935173,-0.013026215303102813,-3.51513320527519,1.7614629035529823,8.294767196802992,3.9317824216786885
1612483654.8715274,-2.9573759956327077,1.701039854865679,8.261740936971648,0.5491934662633638,-0.06028497715768381,-0.021732111350175595,-3.5065694618960714,1.761324832023363,8.283473048321824,3.9240660742403706
1612483655.07153,-2.9420524032523967,1.7343913834786733,8.288741205308579,0.5475745535082072,-0.06033909082474489,-0.020618649177634958,-3.489626956760604,1.7947304743034183,8.309359854486214,3.9240991033285137
1612483655.269533,-2.9114052267631143,1.7343913696165152,8.290741027362737,0.5485793686765649,-0.06024442636881216,-0.0271227183198861,-3.4599845954396793,1.7946357959853274,8.317863745682622,3.897718696995945
1612483655.4695313,-2.896081642699308,1.6899226468305049,8.253740464030269,0.5452084922599546,-0.060313979821066795,-0.023932977612127433,-3.441290134959263,1.7502366266515716,8.277673441642396,3.860803807789333
1612483655.6715364,-2.8884199022882138,1.6899226759994015,8.37374041981212,0.5495505133643042,-0.05702386507912454,-0.02370097680465375,-3.4379704156525177,1.746946541078526,8.397441396616774,3.8563535621475595
1612483655.8715365,-2.9037435620546628,1.7010399025386864,8.540740627542602,0.5495855691400707,-0.05709920505042337,-0.027737451318303307,-3.4533291311947334,1.7581391075891097,8.568478078860906,3.8751174446708587
1612483656.0695295,-2.911405375182605,1.7010399176619786,8.581740671737737,0.5493032613254438,-0.060905216746625614,-0.020747238793915476,-3.4607086365080484,1.7619451344086041,8.602487910531654,3.8834205184949453
1612483656.269532,-2.8884200346162268,1.6788055728240112,8.654740300676318,0.5488491150060841,-0.060348511368640154,-0.026219300642678783,-3.4372691496223107,1.7391540841926514,8.680959601318996,3.8522040620285503
1612483656.4695458,-2.85011108885461,1.6343368509887926,8.67073960346103,0.5491377961845448,-0.06066211688434193,-0.021156421208011374,-3.399248885039155,1.6949989678731345,8.691896024669042,3.7984094675970534
1612483656.6716828,-2.8118022318785343,1.6343369014611098,8.93773938289347,0.5491658172248218,-0.06033546949565934,-0.026417181449896292,-3.3609680491033562,1.694672370956769,8.964156564343366,3.764043128336584
1612483656.862537,-2.7811551496106754,1.6009854031124342,9.129738847208996,0.5479696793345644,-0.060224925313735286,-0.03950847100111849,-3.3291248289452398,1.6612103284261694,9.169247318210115,3.7205768211353267
1612483657.0675287,-2.7658315881560545,1.6009854133371426,9.197738759031202,0.547985393674417,-0.060188494824177236,-0.035915751682747195,-3.3138169818304712,1.66117390816132,9.233654510713949,3.7068695340170748
1612483657.2675292,-2.7351844048410707,1.634336941281707,9.230738938029017,0.5490399275183283,-0.06035341392015792,-0.025842009082596193,-3.284224332359399,1.6946903552018648,9.256580947111614,3.6956873332677596
1612483657.4695797,-2.6815518384878883,1.6788056430555285,9.284739101402849,0.5500871787219562,-0.05800746590168802,-0.02437242362829801,-3.2316390172098446,1.7368131089572165,9.309111525031147,3.6687886983306415
1612483657.6696,-2.6355810482188136,1.712157156128732,9.278739192306023,0.5492334657430882,-0.06081246247208371,-0.026597593034702903,-3.1848145139619017,1.7729696186008157,9.305336785340726,3.645060322796305
1612483657.8696463,-2.6355810773978234,1.7899774451957495,9.431740023025588,0.5475279070467483,-0.059232224922974794,-0.023847577829444883,-3.183108984444572,1.8492096701187244,9.455587600855033,3.6812714122857546
1612483658.0696747,-2.6279192697484244,1.8344461598380413,9.449740452602276,0.5425819188462456,-0.05617423626438964,-0.018715973299316735,-3.17050118859467,1.8906203961024308,9.468456425901593,3.6914120968863293
1612483658.26856,-2.612595722681533,1.8789149116492585,9.604740837363924,0.5431113518266469,-0.055705474156652696,-0.01859590939239715,-3.15570707450818,1.9346203858059112,9.623336746756321,3.7015190364601382
1612483658.4698007,-2.58961034924228,1.8789149120802764,9.638740703499343,0.5428360402508989,-0.05810102991328186,-0.01325277683613415,-3.132446389493179,1.9370159419935582,9.651993480335477,3.6829677085994175
1612483658.670539,-2.5666249752863988,1.923383640773042,9.718741044099872,0.543718505640216,-0.05552696212001106,-0.009028376932999498,-3.110343480926615,1.978910602893053,9.727769421032871,3.6865056277707264
1612483658.8715296,-2.5436396093958047,1.934500830293516,9.78474102838766,0.5509594714573756,-0.05474051301639544,-0.02234849239918926,-3.0945990808531803,1.9892413433099114,9.80708952078685,3.678807496071352
1612483659.0715303,-2.520654207618331,1.945617992151627,9.760741013179809,0.5495847645656395,-0.05618386207960653,-0.03044754619622934,-3.0702389721839705,2.0018018542312337,9.791188559376039,3.6651845806072156
1612483659.2705655,-2.54363960092034,1.9567351878496075,9.786741265039856,0.5502077702869198,-0.05482551228368835,-0.025772266505579053,-3.09384737120726,2.011560700133296,9.812513531545434,3.6902937561455498
1612483659.4699266,-2.5589631667596247,1.934500811138786,9.698741118084149,0.5493473877465449,-0.06076004478335375,-0.020055343848090403,-3.1083105545061693,1.9952608559221399,9.71879646193224,3.6935972149693854
1612483659.6715384,-2.558963091389627,1.8677976619513852,9.439740406647232,0.5490104172002593,-0.060539905820368035,-0.025665649088816925,-3.107973508589886,1.9283375677717531,9.465406055736048,3.657592802018345
1612483659.871531,-2.574286688104888,1.8677976724597247,9.45374049608563,0.5485296469732907,-0.06047662717990039,-0.027300826087755515,-3.122816335078179,1.9282742996396252,9.481041322173384,3.670180327624488
1612483660.0705328,-2.57428665681447,1.890032013595783,9.399740732701508,0.5484309682297563,-0.06080469097326936,-0.028201678990960828,-3.122717625044227,1.9508367045690524,9.427942411692468,3.682000707992286
1612483660.2705653,-2.604933821398284,1.945617921626517,9.415741504665643,0.5490452072653536,-0.06110888330748015,-0.02520795439899779,-3.1539790286636373,2.0067268049339972,9.44094945906464,3.7382530924070174
1612483660.468676,-2.6662281298040704,1.9678522714054387,9.308742098073555,0.5492344224925688,-0.060298417434971205,-0.021896320059250945,-3.215462552296639,2.0281506888404097,9.330638418132805,3.8016568285243535
1612483660.6705346,-2.6968752391366846,2.001203778648613,9.173742631895047,0.5499355310123031,-0.06117471060054471,-0.015768450241337283,-3.2468107701489877,2.062378489249158,9.189511082136384,3.8464509889082303
1612483660.8696525,-2.7351841843500253,1.990086591118861,9.09174273484011,0.5482311512355088,-0.060899657754698744,-0.01416011813116974,-3.2834153355855342,2.05098624887356,9.10590285297128,3.871351296256477
1612483661.069542,-2.758169555159311,1.9233835049960613,8.988742158361795,0.544885533239492,-0.06052708974785047,-0.013409320483725996,-3.303055088398803,1.9839105947439117,9.002151478845521,3.853060363520713
1612483661.2695503,-2.7811549934805857,1.890032009046188,9.07674193627666,0.5502917765518774,-0.06110935181914321,-0.018392300079358624,-3.3314467700324633,1.9511413608653312,9.095134236356019,3.8607629028003196
1612483661.4675868,-2.819463975972297,1.8566804885414727,9.057741802197086,0.5500658549077756,-0.0608385578967975,-0.014688759613529617,-3.3695298308800727,1.9175190464382703,9.072430561810615,3.8769331403371177
1612483661.6705463,-2.865434762964622,1.8122117956088863,9.046741592748484,0.5504389408447418,-0.060679869560320676,-0.015658202133817852,-3.415873703809364,1.872891665169207,9.062399794882301,3.895627850531489
1612483661.869552,-2.8884200901882644,1.7010399653112132,8.800740537907517,0.550025413703338,-0.0604308576275684,-0.019235895115824506,-3.4384455038916024,1.7614708229387817,8.819976433023342,3.8633776599365746
1612483662.0595458,-2.903743649833556,1.6676884160223149,8.698740270521407,0.5497671577124166,-0.05961015584579213,-0.021506955324153927,-3.4535108075459724,1.727298571868107,8.720247225845561,3.8613854060705255
1612483662.2685485,-2.9190672097820105,1.6788055843991718,8.644740478561458,0.548609671697093,-0.06083459364911501,-0.027184678735287078,-3.4676768814791035,1.7396401780482869,8.671925157296744,3.8795787017954044
1612483662.4685442,-2.926728935737947,1.6788055484770243,8.49474052275094,0.5491297841107425,-0.06071460224242397,-0.021404444003591646,-3.4758587198486897,1.7395201507194482,8.516144966754531,3.886839872583791
1612483662.671543,-2.9114052272595163,1.6676882939284514,8.221740315251987,0.5497693658252002,-0.05552297725605482,-0.027589021683956914,-3.4611745930847166,1.7232112711845062,8.249329336935944,3.8664178057929117
1612483662.8675451,-2.9267288368951614,1.7010398507073612,8.3027407597269,0.5483387293121571,-0.0657859308234716,-0.016790245062521046,-3.4750675662073185,1.7668257815308328,8.319531004789422,3.8984314707312855
1612483663.0675423,-2.9497142406278805,1.701039872851932,8.346740893280298,0.549565056062282,-0.0608732082193376,-0.013894772999988854,-3.4992792966901627,1.7619130810712695,8.360635666280286,3.917817415538204
1612483663.2695503,-2.9497141923829746,1.7455085635357293,8.289741369205824,0.5496492108717252,-0.06038222711579949,-0.01223219437676511,-3.4993634032546996,1.8058907906515287,8.301973563582589,3.9378656370930583
1612483663.472576,-2.942052368330552,1.8122116195529376,8.295742034667041,0.5501979881360984,-0.06384235974768505,-0.013372234409202563,-3.4922503564666507,1.8760539793006228,8.309114269076243,3.9642642552548324
1612483663.6767166,-2.9420523014565334,1.823328757535985,8.161742155652561,0.5497197164893373,-0.059010640591190634,-0.028245205319478054,-3.4917720179458707,1.8823393981271754,8.18998736097204,3.9668215784241614
1612483663.8706822,-2.9114050604558614,1.834445880830248,8.03174209682534,0.5492208967348935,-0.05652736872015907,-0.03366866918333068,-3.460625957190755,1.890973249550407,8.065410766008672,3.943565879517883
1612483664.0665383,-2.903743208113496,1.8455630197424355,7.9147421713511665,0.5482627070733853,-0.06074588513640487,-0.03284880663318182,-3.4520059151868816,1.9063089048788404,7.9475909779843485,3.9433942840281118
1612483664.2675345,-2.942052103339752,1.8566801699115865,7.766742512108999,0.5480990777572137,-0.06025654555353919,-0.03259129569403048,-3.490151181096966,1.9169367154651256,7.799333807803029,3.981934409054319
1612483664.4662378,-2.957375679743099,1.823328634605028,7.708742243729526,0.5487512206223586,-0.060575366882715705,-0.02987768437348284,-3.506126900365458,1.8839040014877437,7.7386199281030095,3.9802035285004993
1612483664.8675373,-2.988022917971844,1.7455084384031812,7.763741589354227,0.5494769609454578,-0.06047638269744467,-0.02309717702392568,-3.5374998789173016,1.8059848211006257,7.786838766378153,3.9718366743089755
1612483665.066594,-2.980361169889558,1.7343912831566564,7.849741426494822,0.5495171618887243,-0.056316606532644115,-0.031116596373332445,-3.5298783317782823,1.7907078896893005,7.880858022868155,3.9581151806577504
1612483665.266538,-2.965037614046985,1.745508472584984,7.929741457695184,0.550141596453304,-0.054758733547836565,-0.03018912570261173,-3.515179210500289,1.8002672061328207,7.959930583397796,3.9493603147105616
1612483665.4675384,-2.9497140504536987,1.8122115535443313,8.052742079217035,0.5490251235347916,-0.06065811170799919,-0.028326229452397506,-3.4987391739884903,1.8728696652523305,8.081068308669433,3.968477868229082
1612483665.6715388,-2.9267286452615773,1.8566802452421567,8.048742423763262,0.5492388146591425,-0.060331029967622817,-0.028076452686773112,-3.47596745992072,1.9170112752097794,8.076818876450035,3.969544307815335
1612483665.8696618,-2.9573758460219848,1.8900318146563069,8.138742954596847,0.5495488489859737,-0.06032417446593684,-0.025429191839857496,-3.5069246950079584,1.9503559891222437,8.164172146436703,4.012780744167524
1612483666.0675564,-2.972699401413322,1.9345005199653664,8.115743517780789,0.5506647167609,-0.06103125943303768,-0.017572953739313158,-3.5233641181742223,1.9955317793984042,8.133316471520102,4.0492273079967465
1612483666.2685497,-2.9650375031875984,1.956734804684504,7.913743710218438,0.5496784000503853,-0.061009594893323194,-0.028758749108542453,-3.5147159032379838,2.0177443995778273,7.94250245932698,4.052717648998223
1612483666.4685495,-2.9497139053621466,1.978969150056355,7.914743858463503,0.5493016237899673,-0.060650508508171046,-0.030238160460354824,-3.499015529152114,2.039619658564526,7.944982018923858,4.050081236821124
1612483666.6697652,-2.972699272474612,1.9567347923961231,7.861743754808579,0.5490844614900585,-0.06101864871608394,-0.0338000197607345,-3.5217837339646705,2.017753441112207,7.8955437745693136,4.058853239270705
1612483666.8685503,-3.018670083140791,1.967852027390658,7.978744138667653,0.5484283612261281,-0.05992976731080952,-0.04592994804531744,-3.567098444366919,2.0277817947014674,8.02467408671297,4.103180512569194
1612483667.06855,-3.0646409390925,2.0012036516088294,8.209744757796777,0.5481997033689577,-0.059694657762002744,-0.046919130555719106,-3.6128406424614576,2.060898309370832,8.256663888352497,4.15931717345394
1612483667.262571,-3.1106117364082864,1.978969336265208,8.255744785508533,0.5485176420135571,-0.06015400129608892,-0.04329538179969016,-3.6591293784218433,2.039123337561297,8.299040167308222,4.188943995068082
1612483667.4685707,-3.133597119751765,1.9900865292196288,8.27074503530387,0.5488352920076139,-0.06103766090476684,-0.03969224022465221,-3.682432411759379,2.0511241901243955,8.310437275528521,4.215141624013297
1612483667.6695752,-3.1259353162888845,2.0456724185106,8.309745584337149,0.5484369180377684,-0.06031429426182343,-0.04116722446169368,-3.674372234326653,2.1059867127724234,8.350912808798842,4.235114089462601
1612483667.8705463,-3.1642442832284563,2.0679067975299392,8.327746039685822,0.5486246253319386,-0.05873173295400721,-0.037379775496097195,-3.7128689085603948,2.1266385304839464,8.36512581518192,4.278783351782767
1612483668.0695653,-3.1872296696805438,2.0567896318656973,8.324746053232726,0.5492042349448228,-0.056629729822139714,-0.03715425991134041,-3.7364339046253665,2.113419361687837,8.361900313144066,4.292724044472343
1612483668.273697,-3.2025533703391216,2.067906893581593,8.561746259332336,0.5500602704734309,-0.05554793077568876,-0.036338151599295175,-3.7526136408125526,2.1234548243572817,8.598084410931632,4.311747850732769
1612483668.4725828,-3.1795680289794426,2.0456725473864856,8.621745891388821,0.5456363658062257,-0.05749414469975318,-0.032865366561935165,-3.7252043947856683,2.103166692086239,8.654611257950757,4.277903448844005
1612483668.6746492,-3.141259074193929,2.079024079756536,8.690746026221193,0.5417322364128905,-0.05808900648909613,-0.03420493712574545,-3.6829913106068197,2.1371130862456322,8.724950963346938,4.2581307327755535
